introsort,10,0.1266002655029297
introsort,10,0.12111663818359375
introsort,10,0.10776519775390625
introsort,100,9.996891021728516
introsort,100,7.808446884155273
introsort,100,6.73222541809082
introsort,1000,609.827995300293
introsort,1000,622.2667694091797
introsort,1000,604.4068336486816
introsort,10000,71719.0911769867
introsort,10000,71522.80712127686
introsort,10000,71625.37217140198
introsort,100000,-1
introsort,1000000,-1
introsort,25,0.42557716369628906
introsort,25,0.3826618194580078
introsort,25,0.36835670471191406
introsort,250,48.24423789978027
introsort,250,42.754173278808594
introsort,250,38.88821601867676
introsort,2500,3940.3605461120605
introsort,2500,3950.641393661499
introsort,2500,3948.3726024627686
introsort,25000,538831.5496444702
introsort,25000,537424.8144626617
introsort,25000,540223.696231842
introsort,250000,-1
introsort,2500000,-1
introsort,50,1.4162063598632812
introsort,50,1.556396484375
introsort,50,1.3926029205322266
introsort,500,171.09394073486328
introsort,500,160.2180004119873
introsort,500,169.083833694458
introsort,5000,18079.612016677856
introsort,5000,23010.929107666016
introsort,5000,20348.72269630432
introsort,50000,-1
introsort,500000,-1
introsort,5000000,-1
introsort,75,4.574298858642578
introsort,75,4.739999771118164
introsort,75,4.170417785644531
introsort,750,347.69415855407715
introsort,750,349.1380214691162
introsort,750,342.91791915893555
introsort,7500,39204.514026641846
introsort,7500,39057.98816680908
introsort,7500,39201.41363143921
introsort,75000,-1
introsort,750000,-1
introsort,7500000,-1
